FECHA_CREACION,GENERO_1,GENERO_2,FECHA_MATRIMONIO
19SEP2019:10:17:30,No declara,Femenino,30MAR1990:00:00:00
19SEP2019:10:23:20,Masculino,Femenino,03AUG2007:00:00:00
19SEP2019:10:23:26,Masculino,Femenino,31AUG2006:00:00:00
19SEP2019:10:26:37,No declara,No declara,02APR1993:00:00:00
19SEP2019:10:30:11,Masculino,Femenino,27OCT2005:00:00:00
19SEP2019:10:32:19,Masculino,Femenino,27NOV1997:00:00:00
19SEP2019:10:35:35,Masculino,Femenino,09DEC2005:00:00:00
19SEP2019:10:41:14,,Femenino,07JUN2011:00:00:00
19SEP2019:10:41:38,Masculino,Femenino,28JUN2018:00:00:00
19SEP2019:10:51:26,Masculino,Femenino,17MAR2017:00:00:00
19SEP2019:11:05:15,Masculino,Femenino,06MAR2009:00:00:00
19SEP2019:11:11:14,Masculino,Femenino,18DEC1981:00:00:00
19SEP2019:11:07:43,No declara,Femenino,13AUG1992:00:00:00
19SEP2019:11:24:32,No declara,No declara,11APR1989:00:00:00
19SEP2019:11:27:37,Masculino,Femenino,21DEC2006:00:00:00
19SEP2019:11:33:36,Masculino,Femenino,23OCT2008:00:00:00
19SEP2019:11:41:38,Masculino,Femenino,14OCT2016:00:00:00
19SEP2019:11:45:03,No declara,No declara,06MAR1987:00:00:00
19SEP2019:11:50:01,No declara,Femenino,10OCT1984:00:00:00
19SEP2019:12:14:40,Masculino,Femenino,06JAN1986:00:00:00
19SEP2019:12:25:35,Masculino,Femenino,17DEC2007:00:00:00
19SEP2019:12:53:13,Masculino,Femenino,29SEP2006:00:00:00
19SEP2019:13:06:05,Masculino,Femenino,08MAY1969:00:00:00
19SEP2019:13:31:55,Masculino,Femenino,23JUL1981:00:00:00
20SEP2019:07:55:58,No declara,No declara,07OCT1994:00:00:00
20SEP2019:08:13:47,Masculino,Femenino,10JUL1992:00:00:00
20SEP2019:08:01:30,Masculino,Femenino,28FEB1997:00:00:00
20SEP2019:08:06:37,Masculino,Femenino,22NOV2012:00:00:00
20SEP2019:08:09:50,No declara,No declara,13MAR1997:00:00:00
20SEP2019:08:54:49,Masculino,Femenino,13DEC2016:00:00:00
20SEP2019:09:25:38,Femenino,Masculino,21SEP2018:00:00:00
20SEP2019:09:29:22,Masculino,Femenino,05JAN1965:00:00:00
20SEP2019:09:37:42,Masculino,Femenino,12MAR1998:00:00:00
20SEP2019:09:42:30,Masculino,Femenino,29APR2010:00:00:00
20SEP2019:09:47:03,Masculino,Femenino,19MAR2004:00:00:00
20SEP2019:10:04:11,Masculino,Femenino,01DEC2011:00:00:00
20SEP2019:10:05:21,Masculino,Masculino,16MAR2018:00:00:00
20SEP2019:10:09:36,Masculino,Femenino,20APR2018:00:00:00
20SEP2019:10:21:51,Masculino,Femenino,14FEB1996:00:00:00
20SEP2019:10:18:19,Masculino,Femenino,07MAY1992:00:00:00
20SEP2019:10:26:19,Masculino,Femenino,26MAR1992:00:00:00
20SEP2019:10:32:02,No declara,No declara,23JAN1987:00:00:00
20SEP2019:10:45:32,Masculino,Femenino,30JAN2018:00:00:00
20SEP2019:11:10:48,Masculino,Femenino,23APR1982:00:00:00
20SEP2019:11:16:22,Masculino,Femenino,29SEP1994:00:00:00
20SEP2019:11:25:28,No declara,No declara,07NOV1983:00:00:00
20SEP2019:11:39:45,Masculino,Femenino,26SEP1974:00:00:00
20SEP2019:12:00:07,Masculino,Femenino,23JUL1981:00:00:00
20SEP2019:11:44:05,Masculino,Femenino,22DEC2015:00:00:00
20SEP2019:11:47:43,Masculino,No declara,11APR1986:00:00:00
20SEP2019:12:08:46,Masculino,Femenino,16OCT1968:00:00:00
23SEP2019:07:50:39,Masculino,Femenino,20MAR1997:00:00:00
23SEP2019:07:43:27,Femenino,Masculino,28JAN2015:00:00:00
23SEP2019:08:29:46,,No declara,08AUG1991:00:00:00
23SEP2019:08:43:34,Masculino,Femenino,11SEP2009:00:00:00
23SEP2019:08:44:11,Masculino,Femenino,10AUG2001:00:00:00
23SEP2019:09:10:23,Masculino,Femenino,11JAN2018:00:00:00
23SEP2019:09:22:51,Masculino,Femenino,07APR2005:00:00:00
23SEP2019:09:32:57,No declara,No declara,06FEB1985:00:00:00
23SEP2019:09:46:28,Masculino,Femenino,19JAN2006:00:00:00
23SEP2019:09:55:40,Masculino,Femenino,06NOV2008:00:00:00
23SEP2019:09:59:18,Masculino,Femenino,12FEB2009:00:00:00
23SEP2019:10:07:21,Masculino,Femenino,26DEC1980:00:00:00
23SEP2019:10:01:55,,Femenino,11DEC1981:00:00:00
23SEP2019:10:17:58,No declara,No declara,01DEC1988:01:00:00
23SEP2019:10:34:22,Masculino,Femenino,28DEC1977:00:00:00
23SEP2019:10:50:08,Masculino,Femenino,25FEB2011:00:00:00
23SEP2019:10:59:23,Masculino,Femenino,12SEP2003:00:00:00
23SEP2019:12:14:25,,Femenino,25SEP1998:00:00:00
24SEP2019:07:58:46,Masculino,Femenino,28SEP2007:00:00:00
24SEP2019:07:25:47,Masculino,Femenino,29SEP2006:00:00:00
24SEP2019:07:39:35,Masculino,Femenino,23MAY2008:00:00:00
24SEP2019:08:02:03,Masculino,Femenino,30APR1999:00:00:00
24SEP2019:08:12:26,Masculino,Femenino,09FEB2001:00:00:00
24SEP2019:08:26:04,Masculino,No declara,01FEB1991:00:00:00
24SEP2019:08:52:57,Masculino,Femenino,30SEP1982:00:00:00
24SEP2019:09:32:00,Masculino,Femenino,12DEC1997:00:00:00
24SEP2019:09:52:46,Masculino,Femenino,06APR1994:00:00:00
24SEP2019:10:05:41,Masculino,Femenino,03APR2001:00:00:00
24SEP2019:10:11:27,Masculino,Femenino,18JUN1981:00:00:00
24SEP2019:11:36:37,Masculino,Femenino,12DEC1980:00:00:00
25SEP2019:07:31:49,No declara,No declara,04DEC1985:00:00:00
25SEP2019:07:39:22,Femenino,Masculino,17OCT2014:00:00:00
25SEP2019:07:42:42,Masculino,Femenino,15NOV2016:00:00:00
25SEP2019:07:44:28,Masculino,No declara,11JAN1988:00:00:00
25SEP2019:07:48:19,Masculino,Femenino,19AUG2005:00:00:00
25SEP2019:07:53:00,Masculino,Femenino,06JAN2010:00:00:00
25SEP2019:07:59:03,No declara,Femenino,11NOV2010:00:00:00
25SEP2019:08:01:01,Masculino,Femenino,28APR2015:00:00:00
25SEP2019:08:04:17,Masculino,Femenino,11AUG1972:00:00:00
25SEP2019:08:05:45,Masculino,Femenino,15NOV2013:00:00:00
25SEP2019:08:08:49,Masculino,Femenino,20AUG2008:00:00:00
25SEP2019:08:09:02,Masculino,Femenino,25FEB1971:00:00:00
25SEP2019:08:18:46,Masculino,Femenino,28JUN2004:00:00:00
25SEP2019:08:21:14,No declara,No declara,02MAR1995:00:00:00
25SEP2019:08:23:39,Masculino,Femenino,27NOV1997:00:00:00
25SEP2019:08:28:33,Masculino,Femenino,17MAR2011:00:00:00
25SEP2019:08:32:28,No declara,Femenino,10JAN1997:00:00:00
25SEP2019:08:34:39,No declara,No declara,31MAR1989:00:00:00
25SEP2019:08:34:50,Masculino,Femenino,22AUG2014:00:00:00
25SEP2019:08:35:46,Masculino,No declara,28APR1995:00:00:00
25SEP2019:08:38:38,Masculino,Femenino,12APR2002:00:00:00
25SEP2019:08:42:14,Masculino,Femenino,06DEC2012:00:00:00
25SEP2019:08:44:04,Masculino,No declara,03SEP1990:00:00:00
25SEP2019:08:49:06,Masculino,Femenino,02FEB2001:00:00:00
25SEP2019:08:51:01,Masculino,Femenino,03DEC2012:00:00:00
25SEP2019:08:53:40,Femenino,Masculino,01JAN1976:00:00:00
25SEP2019:08:55:12,Masculino,Femenino,03MAR1995:00:00:00
25SEP2019:08:55:21,Masculino,Femenino,07DEC2016:00:00:00
25SEP2019:08:57:23,,No declara,19APR1996:00:00:00
25SEP2019:09:01:16,Masculino,Femenino,28SEP2000:00:00:00
25SEP2019:09:01:52,Masculino,Femenino,17NOV2006:00:00:00
25SEP2019:09:06:05,Masculino,Femenino,10JAN2013:00:00:00
25SEP2019:09:06:16,Masculino,Femenino,05JUN1998:00:00:00
25SEP2019:09:09:18,Masculino,Femenino,02OCT1980:00:00:00
25SEP2019:09:19:37,Masculino,Femenino,31MAR2010:00:00:00
25SEP2019:09:20:39,Masculino,Femenino,15SEP2017:00:00:00
25SEP2019:09:24:38,Masculino,Femenino,16DEC2010:00:00:00
25SEP2019:09:30:20,Masculino,Femenino,16JAN2013:00:00:00
25SEP2019:09:32:01,No declara,No declara,05FEB1988:00:00:00
25SEP2019:09:48:39,Masculino,Femenino,18MAY2001:00:00:00
25SEP2019:09:51:21,Masculino,Femenino,17MAR2000:00:00:00
25SEP2019:10:02:26,Masculino,Femenino,21JUL1994:00:00:00
25SEP2019:10:16:48,Masculino,Femenino,25OCT2002:00:00:00
25SEP2019:10:32:23,Masculino,Masculino,06MAY2013:00:00:00
25SEP2019:10:40:10,Masculino,Femenino,14DEC2001:00:00:00
25SEP2019:11:20:50,,Femenino,11DEC1981:00:00:00
25SEP2019:11:35:07,Masculino,Femenino,04DEC2008:00:00:00
25SEP2019:11:41:09,Masculino,Femenino,13MAY1966:00:00:00
10OCT2019:08:09:04,Masculino,Femenino,30APR1993:00:00:00
10OCT2019:07:55:50,Masculino,Femenino,09MAR2018:00:00:00
10OCT2019:08:00:55,Masculino,Femenino,23JUL2004:00:00:00
10OCT2019:08:16:14,Masculino,Femenino,08FEB1996:00:00:00
10OCT2019:08:26:03,Masculino,Femenino,20MAR1992:00:00:00
10OCT2019:08:42:19,Masculino,Femenino,16APR2009:00:00:00
10OCT2019:09:14:08,Masculino,Femenino,24AUG2001:00:00:00
10OCT2019:09:33:42,Masculino,Femenino,04SEP2008:00:00:00
10OCT2019:09:39:32,Masculino,Femenino,16DEC1999:00:00:00
10OCT2019:09:42:02,Masculino,Femenino,03MAY2006:00:00:00
10OCT2019:09:44:20,No declara,No declara,26FEB1996:00:00:00
10OCT2019:09:54:10,Masculino,Femenino,08APR2002:00:00:00
10OCT2019:09:48:13,Masculino,Femenino,16NOV2007:00:00:00
10OCT2019:10:02:03,Masculino,Femenino,15DEC2000:00:00:00
10OCT2019:09:57:08,Masculino,Femenino,15DEC2008:00:00:00
10OCT2019:09:58:37,No declara,No declara,15APR1991:00:00:00
10OCT2019:10:03:16,Masculino,Femenino,14JAN2016:00:00:00
10OCT2019:10:05:10,No declara,Femenino,08AUG1991:00:00:00
10OCT2019:10:18:28,Masculino,Femenino,05NOV1999:00:00:00
10OCT2019:10:13:36,,Femenino,03JUL2015:00:00:00
10OCT2019:10:27:18,Masculino,Femenino,30MAR2015:00:00:00
10OCT2019:10:27:48,,,28AUG1970:00:00:00
10OCT2019:10:35:22,Masculino,Femenino,18AUG2010:00:00:00
10OCT2019:10:46:57,Masculino,Femenino,18FEB2011:00:00:00
10OCT2019:10:53:39,Masculino,Femenino,04JAN2013:00:00:00
10OCT2019:10:58:02,Masculino,Femenino,29SEP1994:00:00:00
10OCT2019:11:03:53,Masculino,Femenino,25MAR2013:00:00:00
10OCT2019:11:10:48,Masculino,Femenino,13MAR2014:00:00:00
10OCT2019:11:33:36,Femenino,Masculino,25MAR2015:00:00:00
10OCT2019:11:53:53,No declara,No declara,06DEC1984:00:00:00
10OCT2019:12:18:59,No declara,No declara,03APR1987:00:00:00
10OCT2019:12:27:10,Masculino,Femenino,09APR1981:00:00:00
10OCT2019:12:42:36,Masculino,Femenino,26APR1974:00:00:00
10OCT2019:12:59:01,No declara,No declara,30JUN1989:00:00:00
10OCT2019:13:12:10,Masculino,Femenino,09NOV1979:00:00:00
10OCT2019:13:21:58,No declara,No declara,07JUN1988:00:00:00
11OCT2019:08:07:54,Masculino,Femenino,18NOV2016:00:00:00
11OCT2019:08:12:54,Masculino,Femenino,23APR2018:00:00:00
11OCT2019:08:18:43,No declara,No declara,16JAN1992:00:00:00
11OCT2019:08:24:08,Masculino,Femenino,22MAY2014:00:00:00
11OCT2019:11:04:17,Masculino,Femenino,24FEB2006:00:00:00
11OCT2019:11:21:19,Masculino,Femenino,16APR2018:00:00:00
11OCT2019:11:30:44,Masculino,Femenino,28SEP2017:00:00:00
11OCT2019:11:35:39,Femenino,Masculino,12SEP2016:00:00:00
11OCT2019:11:56:23,Masculino,Femenino,25OCT2004:00:00:00
11OCT2019:12:00:41,Masculino,Femenino,03NOV2009:00:00:00
15OCT2019:07:19:51,Masculino,Femenino,08MAR2001:00:00:00
15OCT2019:07:25:06,No declara,No declara,21SEP1989:00:00:00
15OCT2019:13:29:48,Masculino,Femenino,21NOV2001:00:00:00
15OCT2019:13:45:49,,Femenino,25OCT2001:00:00:00
15OCT2019:14:06:38,No declara,No declara,12NOV1993:00:00:00
16OCT2019:09:40:44,Masculino,Femenino,26SEP2006:00:00:00
16OCT2019:09:54:47,Masculino,Femenino,19NOV2008:00:00:00
16OCT2019:09:57:55,Masculino,Femenino,15JUL2011:00:00:00
16OCT2019:10:01:55,Masculino,Femenino,07MAY1992:00:00:00
17OCT2019:06:31:37,No declara,No declara,14APR1989:00:00:00
17OCT2019:06:40:40,Masculino,Femenino,17JUN1999:00:00:00
17OCT2019:06:46:11,Masculino,Femenino,03JUN2009:00:00:00
17OCT2019:06:49:36,Masculino,Femenino,25AUG2004:00:00:00
17OCT2019:06:54:52,Masculino,Femenino,25NOV2011:00:00:00
17OCT2019:07:00:42,Masculino,Femenino,16MAR2017:00:00:00
17OCT2019:07:05:00,Masculino,Femenino,26MAR2018:00:00:00
17OCT2019:07:12:12,Masculino,Femenino,18DEC2007:00:00:00
17OCT2019:07:23:38,No declara,Femenino,10JUN1994:00:00:00
17OCT2019:09:01:42,Masculino,Femenino,17APR2006:00:00:00
17OCT2019:09:20:43,Masculino,Femenino,24APR1967:00:00:00
17OCT2019:09:25:21,Masculino,Femenino,14APR2004:00:00:00
17OCT2019:09:27:31,Masculino,Femenino,16SEP1993:00:00:00
17OCT2019:09:33:39,No declara,No declara,09DEC1986:00:00:00
17OCT2019:09:37:36,No declara,No declara,28JUL1995:00:00:00
17OCT2019:09:49:15,Masculino,Femenino,11NOV2010:00:00:00
17OCT2019:09:53:14,Masculino,Femenino,16NOV2016:00:00:00
17OCT2019:09:55:08,No declara,No declara,07FEB1989:00:00:00
17OCT2019:09:56:59,Masculino,Femenino,26JAN1978:00:00:00
17OCT2019:09:59:56,No declara,Femenino,13APR1992:00:00:00
17OCT2019:10:00:09,Masculino,Femenino,14AUG2015:00:00:00
17OCT2019:09:59:12,No declara,No declara,04JAN1990:00:00:00
17OCT2019:10:03:58,No declara,Femenino,29MAR1995:00:00:00
17OCT2019:10:16:45,Masculino,Femenino,03MAR2000:00:00:00
17OCT2019:14:06:06,No declara,No declara,25MAR1988:00:00:00
18OCT2019:06:59:40,Masculino,,26JUL1999:00:00:00
21OCT2019:13:24:52,Masculino,Femenino,15AUG2008:00:00:00
23OCT2019:06:33:16,Masculino,Femenino,28MAY2003:00:00:00
23OCT2019:06:38:11,Masculino,Femenino,16SEP1988:00:00:00
23OCT2019:06:47:47,Masculino,Femenino,06APR2001:00:00:00
23OCT2019:06:51:47,Masculino,Femenino,19MAY2006:00:00:00
23OCT2019:06:57:42,Masculino,Femenino,11DEC2015:00:00:00
23OCT2019:07:07:37,Masculino,Femenino,14APR2000:00:00:00
23OCT2019:07:15:02,Masculino,Femenino,02OCT2002:00:00:00
23OCT2019:07:37:12,Masculino,Femenino,18APR2007:00:00:00
23OCT2019:07:41:25,Masculino,No declara,11AUG1993:00:00:00
23OCT2019:07:56:57,Masculino,Femenino,06JUN2008:00:00:00
23OCT2019:08:03:44,Masculino,Femenino,15FEB2001:00:00:00
23OCT2019:08:04:44,Masculino,Femenino,14APR1998:00:00:00
23OCT2019:08:08:36,Masculino,Femenino,18NOV2005:00:00:00
23OCT2019:08:11:38,Masculino,Femenino,16FEB2005:00:00:00
23OCT2019:08:12:54,Masculino,Femenino,01AUG1972:00:00:00
23OCT2019:08:17:57,Masculino,Femenino,19NOV1996:00:00:00
23OCT2019:08:24:42,Femenino,Masculino,03JAN1974:00:00:00
23OCT2019:08:32:18,Masculino,Femenino,18SEP1998:00:00:00
23OCT2019:08:49:37,Masculino,Femenino,07DEC1990:00:00:00
23OCT2019:09:04:59,No declara,No declara,04MAR1988:00:00:00
23OCT2019:09:05:27,Masculino,Femenino,11DEC2000:00:00:00
23OCT2019:09:09:27,Masculino,Femenino,18MAR2014:00:00:00
23OCT2019:09:12:08,Masculino,Femenino,11SEP1995:00:00:00
23OCT2019:09:13:52,Masculino,Femenino,24FEB2005:00:00:00
23OCT2019:09:14:20,Masculino,Femenino,23MAY1997:00:00:00
23OCT2019:09:16:51,Masculino,Femenino,12JUL1989:00:00:00
23OCT2019:09:18:15,No declara,No declara,22OCT1997:00:00:00
23OCT2019:09:19:33,Masculino,Femenino,27NOV2009:00:00:00
23OCT2019:09:21:09,Masculino,Femenino,15JUN2012:00:00:00
23OCT2019:09:22:58,No declara,No declara,14SEP1990:00:00:00
23OCT2019:09:25:04,Masculino,Femenino,05OCT2011:00:00:00
23OCT2019:09:25:59,Masculino,Femenino,27DEC2007:00:00:00
23OCT2019:09:26:59,Masculino,Femenino,31JUL2009:00:00:00
23OCT2019:09:29:46,Masculino,Femenino,19DEC2013:00:00:00
23OCT2019:09:31:23,Masculino,Femenino,06FEB1998:00:00:00
23OCT2019:09:33:59,Masculino,Femenino,13AUG1993:00:00:00
23OCT2019:09:35:00,Masculino,Femenino,26OCT2015:00:00:00
23OCT2019:09:35:37,Masculino,Femenino,22FEB2008:00:00:00
23OCT2019:09:38:27,Masculino,Femenino,28APR2000:00:00:00
23OCT2019:09:38:38,Masculino,Femenino,07MAY1999:00:00:00
23OCT2019:09:43:16,Masculino,Femenino,22MAY2014:00:00:00
23OCT2019:09:44:01,Masculino,Femenino,08APR1998:00:00:00
23OCT2019:09:46:46,Masculino,Femenino,28DEC2000:00:00:00
23OCT2019:09:51:08,Masculino,Femenino,10MAR1982:00:00:00
23OCT2019:09:56:09,Masculino,Femenino,28DEC1977:00:00:00
23OCT2019:09:57:08,Masculino,Femenino,11NOV1994:00:00:00
23OCT2019:10:00:05,Masculino,Femenino,14DEC2005:00:00:00
23OCT2019:10:04:34,Masculino,Femenino,24JAN2002:00:00:00
23OCT2019:10:09:02,Masculino,Femenino,26SEP2002:00:00:00
23OCT2019:10:13:22,Masculino,Femenino,05DEC2016:00:00:00
23OCT2019:10:14:16,Masculino,Femenino,14JUN2002:00:00:00
23OCT2019:10:18:42,No declara,No declara,17NOV1986:00:00:00
23OCT2019:10:21:52,Masculino,Femenino,23MAR2016:00:00:00
23OCT2019:10:29:26,Masculino,Femenino,17MAR2017:00:00:00
23OCT2019:10:31:12,Masculino,Femenino,14MAY1999:00:00:00
23OCT2019:10:33:54,No declara,Femenino,21SEP1990:00:00:00
23OCT2019:10:35:10,Masculino,Femenino,08SEP1982:00:00:00
23OCT2019:10:38:00,Masculino,Femenino,09SEP2016:00:00:00
23OCT2019:10:39:43,Masculino,Femenino,26SEP1996:00:00:00
23OCT2019:10:47:09,Masculino,Femenino,14MAR2000:00:00:00
23OCT2019:11:46:52,Masculino,Femenino,07JUL1989:00:00:00
23OCT2019:11:47:10,Masculino,Femenino,21MAR2014:00:00:00
23OCT2019:10:51:20,Masculino,Femenino,25FEB2005:00:00:00
23OCT2019:11:03:51,Masculino,Femenino,18DEC2013:00:00:00
23OCT2019:11:05:31,No declara,Femenino,24JAN1992:00:00:00
23OCT2019:11:08:55,Masculino,Femenino,31OCT2007:00:00:00
23OCT2019:11:10:02,Masculino,Femenino,09JAN2012:00:00:00
23OCT2019:11:13:45,Masculino,Femenino,11MAY2004:00:00:00
23OCT2019:11:21:11,No declara,No declara,14FEB1997:00:00:00
23OCT2019:11:22:37,Masculino,Femenino,29NOV2013:00:00:00
23OCT2019:11:30:18,Masculino,Femenino,16JAN1997:00:00:00
23OCT2019:11:34:56,Masculino,No declara,06OCT1994:00:00:00
23OCT2019:11:39:41,Masculino,Femenino,18NOV2010:00:00:00
23OCT2019:11:43:16,Masculino,No declara,29JUL1988:00:00:00
23OCT2019:11:43:16,No declara,No declara,21SEP1987:00:00:00
23OCT2019:11:51:33,Masculino,Femenino,24MAY2007:00:00:00
23OCT2019:11:51:43,Masculino,Femenino,18JAN1982:00:00:00
23OCT2019:12:06:36,Masculino,Femenino,24AUG2001:00:00:00
23OCT2019:12:12:59,Masculino,Femenino,03MAR2005:00:00:00
23OCT2019:12:59:54,Masculino,Femenino,09MAR2011:00:00:00
23OCT2019:13:05:31,Masculino,Femenino,24AUG2001:00:00:00
23OCT2019:13:12:25,Masculino,Femenino,01JAN2015:00:00:00
23OCT2019:13:19:23,Masculino,Femenino,21NOV2014:00:00:00
23OCT2019:13:28:27,No declara,No declara,31JAN1997:00:00:00
23OCT2019:13:40:21,Masculino,Femenino,06JUN2018:00:00:00
23OCT2019:13:44:25,Masculino,Femenino,16MAR2001:00:00:00
23OCT2019:14:00:10,Masculino,Femenino,07SEP2006:00:00:00
12MAR2022:18:36:32,Masculino,Femenino,15DEC2017:00:00:00
12MAR2022:19:40:17,Masculino,Femenino,29OCT2004:00:00:00
12MAR2022:19:11:58,No declara,No declara,08NOV1991:00:00:00
13MAR2022:16:53:29,Masculino,Femenino,11MAR2005:00:00:00
13MAR2022:17:03:40,No declara,No declara,24JUN1985:00:00:00
13MAR2022:17:19:06,Masculino,Femenino,07DEC2012:00:00:00
13MAR2022:17:26:42,Femenino,Masculino,25MAR1983:00:00:00
13MAR2022:18:44:42,Masculino,Femenino,30NOV2006:00:00:00
13MAR2022:19:15:38,Masculino,Femenino,06DEC2002:00:00:00
13MAR2022:19:34:03,Masculino,Femenino,29MAR2017:00:00:00
13MAR2022:19:49:42,Masculino,Femenino,05SEP1990:00:00:00
13MAR2022:23:02:22,Masculino,Femenino,06AUG1981:00:00:00
14MAR2022:08:36:46,Masculino,Femenino,29SEP1999:00:00:00
14MAR2022:08:14:46,Masculino,Femenino,21NOV2003:00:00:00
14MAR2022:08:50:05,Masculino,Femenino,04OCT2002:00:00:00
14MAR2022:09:01:49,Masculino,Femenino,09APR1999:00:00:00
14MAR2022:09:19:18,Masculino,Femenino,13MAY2011:00:00:00
14MAR2022:09:34:14,Masculino,Femenino,06OCT1978:00:00:00
14MAR2022:09:48:56,No declara,No declara,13JAN1995:00:00:00
14MAR2022:09:56:56,Masculino,Femenino,11MAR2010:00:00:00
14MAR2022:12:15:58,Masculino,Femenino,29NOV1972:00:00:00
14MAR2022:12:25:16,Masculino,Femenino,16FEB2018:00:00:00
14MAR2022:12:32:02,Masculino,Femenino,26SEP2003:00:00:00
14MAR2022:12:44:41,Masculino,Femenino,05MAY2006:00:00:00
14MAR2022:12:51:03,Masculino,Femenino,02DEC2003:00:00:00
14MAR2022:12:57:37,Masculino,Femenino,16FEB2001:00:00:00
14MAR2022:13:23:28,Masculino,Femenino,06AUG2010:00:00:00
14MAR2022:13:28:59,Masculino,Femenino,13NOV2009:00:00:00
14MAR2022:13:42:07,Masculino,Femenino,08NOV2016:00:00:00
14MAR2022:13:53:01,Masculino,Femenino,06NOV2014:00:00:00
14MAR2022:13:53:02,Masculino,Femenino,27NOV2009:00:00:00
14MAR2022:14:00:36,No declara,No declara,24SEP1987:00:00:00
14MAR2022:14:04:57,Masculino,Femenino,27MAR2002:00:00:00
14MAR2022:14:07:25,Masculino,Femenino,23APR2018:00:00:00
14MAR2022:14:25:59,Masculino,Femenino,28MAY2019:00:00:00
15MAR2022:08:53:34,Masculino,Femenino,10MAY2001:00:00:00
15MAR2022:09:14:00,Masculino,Femenino,14JUL2000:00:00:00
15MAR2022:09:19:39,Masculino,Femenino,20MAR2009:00:00:00
15MAR2022:09:28:22,No declara,No declara,18MAR1992:00:00:00
15MAR2022:09:37:25,Masculino,Femenino,17AUG2012:00:00:00
15MAR2022:09:46:59,Masculino,Femenino,09APR2010:00:00:00
15MAR2022:09:55:45,Masculino,Femenino,22MAR2000:00:00:00
15MAR2022:10:03:33,Masculino,Femenino,19FEB1999:00:00:00
15MAR2022:10:05:15,Masculino,Femenino,19NOV2004:00:00:00
15MAR2022:10:16:57,Masculino,Femenino,16SEP2010:00:00:00
15MAR2022:10:14:39,Masculino,Femenino,18FEB2003:00:00:00
15MAR2022:10:25:39,Masculino,Femenino,18OCT2006:00:00:00
15MAR2022:10:31:59,Masculino,Femenino,27NOV2008:00:00:00
15MAR2022:10:40:54,Masculino,Femenino,12APR1979:00:00:00
15MAR2022:10:29:10,Masculino,Femenino,21NOV1997:00:00:00
15MAR2022:10:36:37,Masculino,Femenino,31AUG2001:00:00:00
15MAR2022:10:49:30,Masculino,Femenino,12OCT1979:00:00:00
15MAR2022:10:53:00,Masculino,Femenino,12FEB2010:00:00:00
15MAR2022:10:57:00,Masculino,Femenino,07DEC2001:00:00:00
15MAR2022:11:01:31,Masculino,No declara,22NOV1996:00:00:00
15MAR2022:11:07:25,Masculino,Femenino,06SEP2017:00:00:00
15MAR2022:11:28:03,Masculino,Femenino,17MAR2000:00:00:00
15MAR2022:11:50:02,Masculino,Femenino,13JAN2012:00:00:00
15MAR2022:11:50:02,Masculino,Femenino,30APR1982:00:00:00
15MAR2022:12:33:27,Masculino,Femenino,21FEB2008:00:00:00
15MAR2022:12:28:37,Masculino,Femenino,14DEC2015:00:00:00
15MAR2022:12:41:31,Masculino,Femenino,15FEB2019:00:00:00
15MAR2022:12:55:01,Masculino,Femenino,02MAY1985:00:00:00
15MAR2022:13:03:03,Femenino,Masculino,21MAR2013:00:00:00
15MAR2022:13:43:01,Masculino,Femenino,13NOV2003:00:00:00
15MAR2022:13:46:54,Masculino,Femenino,21NOV1988:00:00:00
15MAR2022:23:35:29,Masculino,Femenino,06FEB2012:00:00:00
16MAR2022:00:04:47,Masculino,Femenino,19NOV2008:00:00:00
16MAR2022:00:16:21,Masculino,Femenino,14DEC2004:00:00:00
16MAR2022:00:29:40,No declara,No declara,30JUN1995:00:00:00
16MAR2022:00:42:58,Masculino,Masculino,18DEC2018:00:00:00
16MAR2022:08:35:46,Masculino,Masculino,26AUG2016:00:00:00
16MAR2022:08:47:01,Masculino,Femenino,25FEB2009:00:00:00
16MAR2022:09:00:02,Masculino,Femenino,07SEP2001:00:00:00
16MAR2022:09:06:08,Masculino,Femenino,12MAR1982:00:00:00
16MAR2022:09:20:56,No declara,No declara,13JUN1986:00:00:00
16MAR2022:09:29:59,No declara,No declara,20JUL1984:00:00:00
16MAR2022:09:37:43,Masculino,Femenino,18FEB1998:00:00:00
16MAR2022:09:45:06,Masculino,Femenino,28SEP1972:00:00:00
16MAR2022:10:24:04,Femenino,Femenino,19JUL1974:00:00:00
16MAR2022:11:08:11,Masculino,Femenino,25MAR2014:00:00:00
16MAR2022:11:20:40,Masculino,Femenino,24JAN2005:00:00:00
16MAR2022:11:27:32,Masculino,Femenino,28FEB2014:00:00:00
16MAR2022:11:28:24,Masculino,Femenino,26JUL2001:00:00:00
16MAR2022:11:34:13,Masculino,Femenino,05SEP2006:00:00:00
16MAR2022:11:45:51,Masculino,Femenino,16MAR2017:00:00:00
16MAR2022:11:40:07,Masculino,Femenino,17SEP2012:00:00:00
16MAR2022:12:12:13,Masculino,Femenino,16NOV2015:00:00:00
16MAR2022:11:56:05,Masculino,Femenino,18JUL2003:00:00:00
16MAR2022:12:05:46,Masculino,Femenino,12MAR2009:00:00:00
16MAR2022:12:15:36,Masculino,Femenino,30SEP2011:00:00:00
16MAR2022:12:23:17,Masculino,Femenino,14NOV2014:00:00:00
16MAR2022:12:36:48,No declara,No declara,01JUN1984:00:00:00
16MAR2022:12:43:09,Masculino,Femenino,14DEC2007:00:00:00
16MAR2022:12:54:47,Masculino,Femenino,19APR2006:00:00:00
